Immatriculation,Sous activité,Genre
DT-008-TE,F.M.   ZC,TRR
DT-002-TE,F.M.   ZC,TRR
DT-974-TD,F.M.   ZC,TRR
DT-931-TD,Tautl.  ZC,TRR
DT-958-TD,F.M.   ZC,TRR
DT-028-TE,Citerne Pulvé,TRR
CR-449-ES,F.M.   ZC,SREM
CR-674-ES,F.M.   ZC,SREM
CR-600-LE,F.M.   ZC,SREM
CV-313-FC,Tautl.  ZL,SREM
CV-404-FC,Tautl.  ZL,SREM
CV-652-FC,Tautl.  ZL,SREM
CV-838-FC,Tautl.  ZC,SREM
CV-061-FD,TAUT double poste,SREM
CW-153-TL,Ampliroll,TRR
FX1411,Plateau dédié,TRR
DJ-319-AZ,Benne TP,TRR
DJ-313-AZ,Porte container,TRR
DR-347-GC,Traction,CAM
DT-036-TE,Tautl.  ZC,TRR
DJ-624-HK,,CTTE
FX1213,Inconnue,TRR
FX1605,Plateaux,TRR
FX1607,Plateaux,TRR
DG-546-PE,Porteur Grue Dédié,CAM
AW-652-CL,Organisation dédiée,CAM
8513 TV 18,Porteur Grue Dédié,CAM
BD-202-HE,Inconnue,CAM
ED-301-QG,F.M.   ZC,SREM
ED-554-QF,F.M.   ZC,SREM
ED-999-QF,F.M.   ZC,SREM
CH-020-JX,Inconnue,SRTC
8541,Frigo double poste,TRR
4014 ZC 01,Frigo double poste,TRR
305 EHV 91,Frigo double poste,TRR
4377 XF 21,Porteur dédié,TRR
543 ARA 93,Frigo double poste,TRR
7158 YQ 01,Frigo double poste,TRR
8268 YT 01,Inconnue,TRR
AA-550-VB,Frigo double poste,TRR
9701 ZM 94,Porteur dédié,TRR
1821 VX 73,Frigo double poste,TRR
504 BFR 13,Porteur dédié,TRR
9441 YT 01,Porteur dédié,TRR
DQ-281-RM,F.M.   ZC,TRR
DQ-439-RM,F.M.   ZC,TRR
DQ-982-RL,Plateaux,TRR
EE-975-LZ,Porteur Grue Dédié,CAM
EE-133-MA,Porteur Grue Dédié,CAM
EE-091-MA,Porteur Grue,CAM
EF-006-NC,,VP
CZ-491-VZ,F.M.   ZC,TRR
CZ-497-VZ,F.M.   ZC,TRR
CZ-569-VZ,Tautl.  ZC,TRR
CZ-529-VZ,Tautl.  ZL,TRR
CZ-522-VZ,F.M.   ZC,TRR
CZ-514-VZ,F.M.   ZC,TRR
CZ-508-VZ,F.M.   ZL,TRR
CZ-558-VZ,F.M.   ZC,TRR
CT-828-QX,Inconnue,TRR
DB-157-QF,F.M.   ZC,SREM
DB-233-BT,F.M.   ZC,SREM
DB-836-KH,F.M.   ZC,SREM
DB-935-KH,F.M.   ZC,SREM
BT-235-WJ,Benne ferraille,SREM
DD-712-BE,Tautl.  ZC,SREM
DD-600-BE,Location externe,SREM
DD-498-BE,Location externe,SREM
DD-357-BE,Tautl.  ZC,SREM
DG-687-YS,Ampliroll,CAM
DK-439-PN,Tautl.  ZL,SREM
DK-487-PL,Tautl.  ZL,SREM
DK-362-PN,Tautl.  ZL,SREM
DK-849-PM,Tautl.  ZL,SREM
DK-618-PM,Tautl.  ZL,SREM
DK-268-PM,Tautl.  ZL,SREM
DK-517-PN,Tautl.  ZL,SREM
DK-607-PN,Tautl.  ZL,SREM
DJ-824-ES,Porte container,TRR
DJ-828-ES,Porte container,TRR
DK-277-PL,Tautl.  ZL,SREM
DK-261-PJ,Tautl.  ZL,SREM
DK-008-PH,Tautl.  ZL,SREM
DK-580-PG,Tautl.  ZL,SREM
DK-533-PG,Tautl.  ZL,SREM
DK-081-PH,Tautl.  ZL,SREM
DK-681-PH,Tautl.  ZL,SREM
DK-824-PH,Tautl.  ZL,SREM
DK-329-PK,Tautl.  ZL,SREM
560 CCR 31,Ampliroll,REM
197 AYA 31,Ampliroll,REM
DP-281-VG,F.M.   ZC,TRR
DP-287-VG,Tautl.  ZC,TRR
DP-307-VG,Tautl.  ZC,TRR
DP-293-VG,Tautl.  ZC,TRR
DP-752-VJ,Ampliroll,TRR
DY-093-BA,F.M.   ZC,SREM
19 DLD 95,Porteur Grue Dédié,REM
BM-447-ZK,Benne TP,TRR
CA-073-ZT,Inconnue,TRR
EA-425-ZR,Citerne PB,TRR
3781 ZK 14,Porteur Grue Dédié,CAM
EC-166-GS,F.M.   ZL,TRR
EC-408-GV,F.M.   ZL,TRR
DE-947-NA,F.M.   ZC,SREM
DE-063-NB,F.M.   ZC,SREM
DE-486-QR,F.M.   ZC,SREM
CR-785-TF,,VP
DJ-543-EN,F.M.   ZL,TRR
DJ-553-EN,Tautl.  ZL,TRR
EC-867-GV,TAUT double poste,TRR
EC-172-GW,Tautl.  ZL,TRR
EC-491-GW,Plateaux,TRR
EC-067-GX,Tracteur Grue,TRR
EC-196-WG,Tautl.  ZL,SREM
EC-303-WG,Tautl.  ZL,SREM
EC-405-WG,Tautl.  ZL,SREM
EC-519-WG,Tautl.  ZL,SREM
ED-754-KC,Camion remorque,CAM
ED-505-QD,,VP
CP-525-TD,,VP
ED-083-ZN,,VP
CN-093-QT,Plateaux,SREM
BN-753-CM,F.M.   ZL,SREM
CC-347-VA,Plateaux,SREM
EF-218-CR,,SREM
EF-126-CR,F.M.   ZC,SREM
FX1619,F.M.   ZL,TRR
CE-592-RW,Benne céréalière,TRR
5970 NN 52,Benne céréalière,TRR
8242 NQ 52,Benne céréalière,TRR
CY-327-QN,F.M.   ZL,TRR
CY-940-QL,F.M.   ZC,TRR
CY-207-QL,F.M.   ZC,TRR
DF-530-WD,Benne ferraille,SREM
DF-763-WD,Benne ferraille,SREM
DF-035-WE,Benne ferraille,SREM
DF-165-WE,Benne ferraille,SREM
DJ-261-XC,Tautl.  ZL,TRR
DJ-256-XC,TAUT dédiée,TRR
DK-017-VC,Benne céréalière,TRR
DJ-055-NK,Benne TP,SRTC
DR-282-GF,TAUT dédiée,TRR
DR-298-GF,F.M.   ZC,TRR
DV-517-QR,F.M.   ZC,TRR
BY-092-NL,Benne ZL,SREM
FX1523,F.M.   ZL,TRR
AK-536-PL,Benne TP,SREM
DM-883-AY,Administration,VP
EF-019-NS,Benne TP,TRR
EF-781-RB,Ampliroll,CAM
EF-737-RB,Ampliroll,CAM
AG-985-CL,Plateau dédié,SREM
CD-265-QE,Plateau dédié,SREM
DD-306-KQ,Plateaux,SREM
DD-645-KQ,Plateaux,SREM
AQ-585-SZ,Administration,VP
DG-060-QV,Ampliroll,REM
DT-056-FA,Organisation dédiée,CAM
DT-012-FA,Organisation dédiée,CAM
EB-784-XK,Citerne PB,TRR
EB-347-XK,Citerne PB,TRR
EB-585-XK,Citerne déchets,TRR
EB-057-XK,Citerne PB,TRR
EB-673-WD,F.M.   ZC,TRR
EC-046-FV,Tautl.  ZL,TRR
AA-697-NJ,Organisation dédiée,CAM
CJ-744-LZ,Ampliroll,CAM
CM-087-SX,Benne TP,SREM
ED-327-SE,Organisation dédiée,TRR
EE-948-HL,F.M.   ZC,TRR
EE-184-HM,Benne ferraille,TRR
EE-488-HM,F.M.   ZC,TRR
EE-608-HM,F.M.   ZC,TRR
EE-725-HM,Benne ferraille,TRR
EE-881-HM,F.M.   ZC,TRR
EE-055-HN,Benne ferraille,TRR
DG-177-GT,F.M.   ZC,SREM
DG-327-GT,F.M.   ZC,SREM
DG-498-GT,F.M.   ZC,SREM
DL-488-CV,Fond mouvant double poste,TRR
DK-299-CX,Organisation dédiée,SREM
DK-052-CX,Inconnue,SREM
DK-839-CW,Inconnue,SREM
DL-622-RT,F.M.   ZC,SREM
BA-785-ME,Organisation dédiée,CAM
3873 WR 13,Ampliroll,REM
6527 ZB 13,Ampliroll,REM
413 ABF 13,Ampliroll,REM
479 AAN 13,Ampliroll,REM
443 AYG 13,Ampliroll,REM
DD-264-KE,,VP
EA-235-DR,F.M.   ZC,SREM
EA-342-DR,Fond mouvant double poste,SREM
CL-392-TK,Organisation dédiée,SREM
EC-597-FV,Fond mouvant double poste,SREM
EC-844-FV,Fond mouvant double poste,SREM
EC-129-FV,F.M.   ZC,SREM
EC-755-MR,Ampliroll,CAM
ED-484-GE,Ampliroll,CAM
ED-364-SA,Organisation dédiée,TRR
ED-351-RW,Organisation dédiée,TRR
ED-742-RT,Organisation dédiée,TRR
ED-889-RV,Organisation dédiée,TRR
CN-209-SA,Plateau dédié,SREM
CS-887-SW,Inconnue,TRR
CS-158-RY,Plateau dédié,TRR
CY-798-TM,Service général,CTTE
CR-488-LE,F.M.   ZC,SREM
DC-988-DD,TAUT double poste,SREM
DC-076-DE,TAUT double poste,SREM
DC-607-EY,Location externe,SREM
DC-851-EY,F.M.   ZL,SREM
DE-205-LH,F.M.   ZC,TRR
DE-215-LH,F.M.   ZC,TRR
DM-075-PH,F.M.   ZC,TRR
DW-963-ZA,Plateaux,TRR
FX1614,Plateaux,TRR
FX1615,Plateaux,TRR
EE-002-HM,F.M.   ZL,TRR
EE-188-HM,F.M.   ZL,TRR
EE-277-HM,F.M.   ZL,TRR
EE-466-HM,F.M.   ZL,TRR
EE-499-HM,F.M.   ZL,TRR
EE-418-HS,Tautl.  ZL,TRR
FX5109,Tracteur Grue,CAM
FX5110,Tracteur Grue,CAM
EE-007-LL,Benne TP,SREM
EE-284-LT,Benne TP,SREM
CS-189-CT,Tautl.  ZC,TRR
CS-218-CT,Inconnue,TRR
CT-990-CR,Tautl.  ZC,TRR
CT-355-CW,Tautl.  ZC,TRR
CT-007-DH,Tautl.  ZC,TRR
CV-526-HT,Organisation dédiée,TRR
CV-541-HT,F.M.   ZC,TRR
CV-552-HT,F.M.   ZL,TRR
CV-563-HT,Plateaux,TRR
CV-569-HT,Inconnue,TRR
DG-940-XT,TAUT dédiée,TRR
DG-953-XT,F.M.   ZC,TRR
DG-105-YC,Plateau dédié,TRR
DG-114-YC,Plateau dédié,TRR
DG-962-XT,Tautl.  ZL,TRR
DG-971-XT,Tautl.  ZC,TRR
DG-976-XT,Tautl.  ZC,TRR
DG-985-XT,F.M.   ZL,TRR
DG-132-YC,F.M.   ZL,TRR
DG-142-YC,Tautl.  ZL,TRR
DG-152-YC,Tautl.  ZL,TRR
DG-876-YD,Tautl.  ZL,TRR
DG-879-YD,Tautl.  ZL,TRR
DG-884-YD,Tautl.  ZC,TRR
DG-891-YD,Tautl.  ZC,TRR
DG-525-YC,Tautl.  ZC,TRR
DM-362-HQ,F.M.   ZC,TRR
DM-368-HQ,Tautl.  ZC,TRR
XF6901,Plateaux,SREM
DQ-659-KZ,,VP
DN-684-LC,,VP
CM-029-WY,Benne ferraille,SREM
DZ-853-FJ,F.M.   ZL,TRR
FX1603,Plateaux,TRR
FX1608,Plateaux,TRR
EA-187-HM,Porteur Grue Dédié,CAM
BP-249-DS,Plateaux,SREM
1372 ZD 45,Porteur Grue Dédié,CAM
EB-660-WG,Ampliroll,REM
EB-975-WF,Plateaux,SREM
EB-558-WG,Tracteur Grue,REM
EB-849-WF,Tracteur Grue,REM
EB-741-WF,Plateaux,SREM
EB-156-WG,Plateaux,SREM
EB-196-YD,Benne ferraille,SREM
EC-643-EB,Porteur Grue Dédié,CAM
FX1407,F.M.   ZL,TRR
CK-116-ZB,Service général,SREM
DG-747-XA,Plateaux,SREM
DL-069-LT,F.M.   ZC,SREM
DL-288-MG,Service général,SREM
DN-758-BF,Fond mouvant double poste,SREM
DN-867-BF,F.M.   ZL,SREM
DN-053-BG,F.M.   ZL,SREM
DN-142-BG,F.M.   ZL,SREM
DM-738-PV,Tautl.  ZL,SREM
DM-785-PV,Tautl.  ZL,SREM
DM-821-PV,Tautl.  ZL,SREM
DM-861-PV,Tautl.  ZL,SREM
DM-900-PV,Tautl.  ZL,SREM
DM-955-PV,Tautl.  ZL,SREM
DM-009-PW,Tautl.  ZL,SREM
DM-412-PV,Tautl.  ZC,SREM
DM-533-PV,Tautl.  ZC,SREM
DM-588-PV,Tautl.  ZC,SREM
DM-621-PV,Tautl.  ZC,SREM
DM-690-PV,Tautl.  ZC,SREM
DR-623-LF,F.M.   ZC,SREM
DR-692-LF,F.M.   ZC,SREM
DR-350-RF,F.M.   ZC,SREM
DR-495-RF,F.M.   ZC,SREM
DR-590-RF,F.M.   ZC,SREM
DR-691-RF,F.M.   ZL,SREM
DR-852-SH,TAUT double poste,SREM
DQ-905-TQ,Citerne pulvé double poste,CAM
DJ-357-EF,Benne TP,SRTC
DJ-374-EF,Benne TP,SRTC
DK-078-FV,F.M.   ZC,SREM
DK-195-FV,F.M.   ZC,SREM
DK-833-FT,F.M.   ZC,SREM
DM-109-EQ,F.M.   ZC,SREM
DL-603-YT,F.M.   ZC,SREM
AE-480-PY,Inconnue,CAM
AX-600-TN,Citerne pulvé double poste,CAM
CG-308-BH,Inconnue,CAM
CT-197-JQ,Citerne pulvé double poste,TRR
DA-717-ZQ,Citerne pulvé double poste,SREM
DL-441-NZ,Citerne pulvé double poste,CAM
AW-995-CT,Organisation dédiée,CAM
CF-560-WX,Organisation dédiée,CAM
CZ-829-ZF,Organisation dédiée,CAM
CY-628-GV,Service général,VP
DD-881-LL,Service général,CTTE
DG-391-BL,Service général,CTTE
DT-784-KG,F.M.   ZC,TRR
AF-622-SX,Inconnue,TRR
CL-469-HQ,Benne ferraille,BEN
EC-159-VZ,Citerne PN,TRR
EC-741-VZ,Citerne PN,TRR
EC-789-VW,F.M.   ZL,TRR
CR-426-SW,Ampliroll,CAM
CR-730-VR,F.M.   ZC,SREM
DB-205-ED,Service général,CAM
DC-309-BQ,F.M.   ZC,TRR
DC-312-BQ,F.M.   ZC,TRR
DC-314-BQ,F.M.   ZC,TRR
DC-319-BQ,F.M.   ZC,TRR
DC-322-BQ,F.M.   ZC,TRR
DC-330-BQ,Tracteur Grue,TRR
DN-291-JQ,F.M.   ZL,SREM
DN-787-PK,F.M.   ZC,SREM
DN-615-PK,F.M.   ZC,SREM
DN-179-VZ,Organisation dédiée,TRR
DN-364-VY,F.M.   ZC,TRR
DN-261-VY,Tautl.  ZC,TRR
DN-504-VY,Tautl.  ZC,TRR
DN-161-VZ,Benne ferraille,TRR
DN-170-VZ,Benne TP,TRR
DN-153-VZ,Benne TP,TRR
DN-058-VY,Benne céréalière,TRR
DR-513-KQ,Ampliroll,TRR
DR-525-KQ,Benne ferraille,TRR
FX1325,F.M.   ZL,TRR
DH-771-ZF,F.M.   ZC,SREM
DH-662-ZF,F.M.   ZL,SREM
DH-510-ZF,F.M.   ZL,SREM
DH-318-ZF,F.M.   ZL,SREM
DK-522-RJ,F.M.   ZL,SREM
DK-286-RJ,F.M.   ZL,SREM
DK-747-RJ,F.M.   ZL,SREM
DM-801-KG,F.M.   ZC,TRR
DP-739-GH,Plateaux,TRR
DR-533-KQ,Benne TP,TRR
DR-451-KC,Tracteur Grue,TRR
DR-688-KM,,TRR
DV-676-JS,F.M.   ZC,TRR
DV-450-VJ,Citerne pulvé double poste,TRR
DV-517-VJ,Benne ferraille,TRR
DY-816-QY,Benne TP,TRR
DZ-048-BZ,Tautl.  ZC,TRR
DE-961-XP,Porteur Grue Dédié,CAM
DP-682-GS,Porteur Grue Dédié,CAM
DQ-077-QJ,Porteur Grue Dédié,CAM
DQ-083-QJ,Porteur Grue Dédié,CAM
DS-069-GE,Porteur Grue Dédié,CAM
DD-089-TW,F.M.   ZL,SREM
DD-022-XY,F.M.   ZC,SREM
DD-932-ZV,F.M.   ZC,SREM
DD-998-SA,F.M.   ZC,SREM
DD-901-SA,F.M.   ZC,SREM
DD-913-VS,F.M.   ZC,SREM
DF-527-BG,F.M.   ZC,SREM
FX5108,Tracteur Grue,CAM
DT-673-AK,Porteur Grue Dédié,CAM
DX-650-NE,Porteur Grue Dédié,CAM
DY-771-QG,Encadrement,VP
EB-634-TW,Tracteur Grue,TRR
EB-886-TV,Tautl.  ZC,TRR
EB-703-TT,Tautl.  ZC,TRR
EB-406-TW,Citerne PN,TRR
CH-104-SE,Plateaux,SREM
EC-537-VV,Plateaux,TRR
EC-057-VY,Frigo double poste,TRR
EC-671-VY,F.M.   ZC,TRR
EC-903-VT,F.M.   ZC,TRR
EC-932-VV,F.M.   ZC,TRR
EC-409-VX,Tautl.  ZC,TRR
EB-199-RC,,VP
BW-105-GL,Porteur dédié,CAM
DS-889-NR,Ampliroll,CAM
AW-915-SF,Atelier,CTTE
AR-200-XK,Service général,CTTE
5060 SE 41,Administration,CTTE
9043 SM 41,,CTTE
EA-830-EX,Administration,CTTE
EA-754-EX,Administration,CTTE
DZ-213-LH,,CTTE
BZ-340-QN,,CTTE
CM-368-WB,Administration,CTTE
DP-476-DM,Porte container,SREM
BL-095-RN,Porteur Grue Dédié,CAM
BP-522-EM,Porteur Grue,CAM
BG-145-NY,Pré-chargement,SREM
EA-942-EY,TAUT double poste,TRR
EA-795-EY,TAUT double poste,TRR
EA-381-EZ,Tautl.  ZL,TRR
EA-718-EZ,Tautl.  ZC,TRR
EA-495-EZ,Traction double poste,TRR
EA-640-EZ,F.M.   ZC,TRR
EB-701-EF,F.M.   ZC,TRR
EB-996-ED,F.M.   ZC,TRR
BZ-394-EB,F.M.   ZC,SREM
EB-903-HH,Fond mouvant double poste,SREM
EB-495-HH,F.M.   ZC,SREM
EB-114-HJ,Fond mouvant double poste,SREM
AM-262-JN,Benne TP,SREM
DE-804-GV,,CTTE
2313 VS 88,,CTTE
DP-921-RF,Tautl.  ZC,SREM
DP-148-RG,Tautl.  ZC,SREM
DP-287-RG,Tautl.  ZC,SREM
DP-457-RG,Tautl.  ZC,SREM
DQ-945-YA,,VP
CC-781-FZ,Citerne Pulvé,SREM
DH-571-RE,,VP
CQ-058-CM,,VP
BW-282-PG,Ampliroll,CAM
ED-740-QG,F.M.   ZC,SREM
ED-624-TW,Benne TP,SREM
ED-726-TW,Benne TP,SREM
ED-889-TW,Benne TP,SREM
ED-418-TJ,F.M.   ZC,SREM
ED-008-TX,F.M.   ZC,SREM
ED-308-XM,Benne TP,TRR
ED-937-XM,F.M.   ZC,TRR
CK-975-DY,F.M.   ZC,TRR
CN-972-MV,F.M.   ZC,TRR
EE-245-HN,Citerne PB,TRR
EE-343-HN,Citerne PB,TRR
EE-401-HN,Citerne PB,TRR
EE-568-HN,Citerne PN,TRR
EE-882-HN,Citerne PB,TRR
CY-308-VA,Traction double poste,TRR
AC-105-NE,,VP
DA-925-FX,F.M.   ZC,TRR
DA-922-FX,F.M.   ZC,TRR
DA-930-FX,Tautl.  ZC,TRR
DA-917-FX,Tautl.  ZC,TRR
DA-435-NB,Tautl.  ZC,TRR
DA-444-NB,Tautl.  ZC,TRR
DA-451-NB,TAUT dédiée,TRR
DA-195-ND,Tautl.  ZC,TRR
DA-205-ND,Tautl.  ZC,TRR
DA-214-ND,Plateaux,TRR
DA-340-PC,Tautl.  ZC,TRR
DA-334-PC,Tautl.  ZC,TRR
DA-347-PC,Tautl.  ZC,TRR
TRACTION,Inconnue,SREM
DB-619-YV,F.M.   ZC,SREM
DB-875-ZY,F.M.   ZC,SREM
WZ2603J,Tautl.  ZL,TRR
WZ2604J,Tautl.  ZL,TRR
WZ2605J,Tautl.  ZL,TRR
WZ2606J,Tautl.  ZL,TRR
WZ2607J,Tautl.  ZL,TRR
CS-915-EA,Benne ferraille,TRR
WZ2608J,Tautl.  ZL,TRR
WZ2609J,Tautl.  ZL,TRR
WZ2610J,Tautl.  ZL,TRR
WZ2611J,Tautl.  ZL,TRR
WZ2612J,Tautl.  ZL,TRR
WZ2613J,Tautl.  ZL,TRR
WZ2614J,Tautl.  ZL,TRR
WZ2615J,Tautl.  ZL,TRR
WZ2616J,Tautl.  ZL,TRR
WZ2617J,Tautl.  ZL,TRR
FX1402,Plateaux,TRR
FX1403,Plateau dédié,TRR
DD-065-WF,F.M.   ZC,TRR
DD-062-WF,F.M.   ZC,TRR
DF-935-FY,F.M.   ZC,TRR
DK-065-BG,Benne TP,TRR
DK-982-BF,TAUT double poste,TRR
DK-057-EB,F.M.   ZL,TRR
DK-816-EJ,F.M.   ZL,TRR
DK-794-HV,F.M.   ZL,TRR
BW-052-ZL,F.M.   ZC,TRR
CV-955-XJ,F.M.   ZC,SREM
CV-730-XK,F.M.   ZC,SREM
DP-457-EH,Organisation dédiée,CAM
PNT39113,Affectation SA,TRR
PNT39114,F.M.   ZL,TRR
PNT39115,Affectation SA,TRR
PNT39116,F.M.   ZL,TRR
CZ-022-XL,Tautl.  ZC,TRR
DV-118-RJ,Benne TP,TRR
DV-337-RJ,F.M.   ZC,TRR
DV-882-RH,Benne TP,TRR
AX-138-FS,F.M.   ZC,TRR
DW-345-QD,TAUT double poste,SREM
DW-257-QD,TAUT double poste,SREM
DX-224-AM,Benne TP,TRR
DX-234-AM,F.M.   ZL,TRR
FX1209,Inconnue,TRR
FX1602,Plateaux,TRR
EA-159-SD,Benne ferraille,TRR
FX8823,Affectation Fimalux,VP
EB-424-WA,Tracteur Grue,TRR
EB-282-XB,F.M.   ZC,TRR
EB-914-XC,Tautl.  ZC,TRR
EB-194-XJ,Citerne PB,TRR
CS-273-HA,Benne ZL,TRR
CS-287-HA,Benne TP,TRR
CS-257-HA,Organisation dédiée,TRR
FX1306,Inconnue,TRR
FX1308,Inconnue,TRR
FX1307,Inconnue,TRR
CV-795-TN,F.M.   ZC,TRR
CV-866-TV,Inconnue,TRR
CV-804-TN,Inconnue,TRR
CV-786-TN,Inconnue,TRR
BY-133-RJ,Administration,CTTE
CY-749-GY,Tautl.  ZC,TRR
CY-748-GY,Tautl.  ZL,TRR
CY-743-GY,Tautl.  ZL,TRR
CY-741-GY,Plateaux,TRR
DG-980-RW,Encadrement,VP
FX8851,Affectation Fimalux,VP
AW-201-ZN,Plateaux,SREM
8183 ZR 68,Ampliroll,CAM
EF-064-VC,,SREM
EF-197-SF,,TRR
EF-184-RG,,TRR
EF-434-SC,,TRR
CZ-389-ZF,Plateaux,TRR
CZ-362-ZF,F.M.   ZC,TRR
CZ-370-ZF,TAUT double poste,TRR
CZ-381-ZF,F.M.   ZC,TRR
CZ-400-ZF,F.M.   ZL,TRR
CZ-141-ZF,F.M.   ZC,TRR
CZ-125-ZF,F.M.   ZC,TRR
CZ-814-ZC,Tautl.  ZC,TRR
CZ-826-ZC,Tautl.  ZC,TRR
DJ-730-HZ,Tautl.  ZL,SREM
DJ-991-HZ,Tautl.  ZL,SREM
DJ-081-JA,Tautl.  ZL,SREM
DJ-898-HZ,Tautl.  ZL,SREM
DZ-308-MW,Ampliroll,REM
EA-009-FT,Fond mouvant double poste,SREM
EA-045-FT,Fond mouvant double poste,SREM
EA-484-HP,F.M.   ZC,SREM
EA-948-FS,F.M.   ZC,SREM
EB-867-JS,Benne TP,TRR
CN-729-EY,Ampliroll,CAM
CK-773-AH,F.M.   ZC,TRR
DX-216-SA,,VP
939 AFS 51,Entrepot,CTTE
EF-353-RG,,TRR
BC-413-JQ,,CTTE
CR-575-TY,Citerne PB,TRR
8505 ML 70,F.M.   ZC,SREM
CG-665-TM,F.M.   ZC,SREM
CG-957-TM,F.M.   ZC,SREM
CG-051-QP,F.M.   ZC,SREM
8502 ML 70,F.M.   ZC,SREM
2740 MV 70,F.M.   ZC,SREM
9661 MT 70,F.M.   ZC,SREM
EB-666-SZ,Service général,TRR
EC-419-VC,Benne ZL,TRR
DF-847-HS,F.M.   ZC,TRR
DF-813-HS,F.M.   ZL,TRR
DF-838-HS,Tautl.  ZC,TRR
DF-821-HS,Tautl.  ZL,TRR
DF-830-HS,Tautl.  ZC,TRR
DM-806-MX,F.M.   ZC,TRR
DJ-303-HZ,TAUT dédiée,SREM
DJ-246-JA,Tautl.  ZL,SREM
DJ-157-XS,Inconnue,SREM
DJ-542-XR,Inconnue,SREM
DJ-068-XT,Inconnue,SREM
DJ-309-XS,Inconnue,SREM
DJ-803-XR,Inconnue,SREM
DJ-464-XS,Inconnue,SREM
DJ-886-XS,Tautl.  ZC,SREM
DJ-009-XS,Tautl.  ZC,SREM
DJ-710-XS,Tautl.  ZC,SREM
DJ-794-XS,Tautl.  ZC,SREM
DJ-180-XT,TAUT dédiée,SREM
DJ-985-XS,Tautl.  ZC,SREM
EE-872-LH,Ampliroll,CAM
DL-578-JN,F.M.   ZL,TRR
DL-592-JN,F.M.   ZL,TRR
DL-603-JN,F.M.   ZC,TRR
DL-615-JN,F.M.   ZC,TRR
DL-786-JN,Tautl.  ZC,TRR
716 ENK 95,Inconnue,TRR
717 ENK 95,Inconnue,TRR
705 ENK 95,Inconnue,TRR
262 EVT 95,Inconnue,TRR
257 EVT 95,Inconnue,TRR
CD-118-JC,Ampliroll,TRR
EF-656-BP,Benne TP,SREM
EF-476-LB,F.M.   ZC,SREM
EF-667-LB,F.M.   ZC,SREM
DB-012-AG,F.M.   ZC,SREM
DB-143-AG,F.M.   ZC,SREM
EF-130-WH,,CTTE
FX1319,F.M.   ZL,TRR
FX1318,F.M.   ZL,TRR
FX1329,Plateaux,TRR
FX1418,Plateaux,TRR
DS-141-MX,F.M.   ZC,TRR
DS-150-MX,F.M.   ZC,TRR
DS-158-MX,F.M.   ZC,TRR
DZ-186-WY,Tautl.  ZL,SREM
DZ-451-WY,Tautl.  ZC,SREM
DZ-548-WY,Tautl.  ZC,SREM
DZ-706-WY,Tautl.  ZL,SREM
DZ-800-WY,Tautl.  ZL,SREM
CZ-900-CL,Ampliroll,CAM
DE-598-ES,,VP
EB-407-YD,Benne ferraille,SREM
EB-328-ZD,Benne TP,TRR
EB-436-ZD,F.M.   ZC,TRR
EB-179-ZD,Citerne PN,TRR
BD-371-VD,Affectation Fimalux,VP
CR-051-FZ,TAUT dédiée,SREM
BZ-596-RS,F.M.   ZC,SREM
BZ-183-RS,F.M.   ZC,SREM
CL-663-XV,F.M.   ZC,SREM
CL-785-XV,F.M.   ZC,SREM
AX-997-LS,F.M.   ZC,SREM
AX-459-LT,F.M.   ZC,SREM
CT-417-BF,F.M.   ZC,SREM
CT-388-BF,F.M.   ZC,SREM
BZ-580-KQ,F.M.   ZC,SREM
CA-315-QS,Fond mouvant double poste,SREM
CA-400-CF,F.M.   ZC,SREM
AY-255-TF,F.M.   ZC,SREM
EC-691-XX,,VP
CS-334-PS,Citerne déchets,TRR
CT-204-LX,Benne TP,TRR
DX-102-JG,Frigo double poste,SREM
DX-081-JG,Frigo double poste,SREM
904 BJM 13,F.M.   ZC,SREM
6812 VG 13,F.M.   ZC,SREM
3250 YE 13,F.M.   ZC,SREM
866 AAV 13,F.M.   ZC,SREM
CY-995-CX,F.M.   ZC,SREM
DE-524-WD,Service général,CTTE
256 DWD 95,Porteur Grue,CAM
DP-270-LT,Porteur Grue Dédié,CAM
DZ-143-CW,F.M.   ZC,SREM
DZ-195-CW,F.M.   ZC,SREM
EF-763-PH,Porteur Grue Dédié,CAM
EF-790-PH,Tautl.  ZC,REM
DD-181-MX,F.M.   ZC,TRR
DD-197-MX,F.M.   ZL,TRR
DD-172-MX,Citerne Pulvé,TRR
251 EHN 95,Porteur Grue Dédié,CAM
CV-719-KR,Inconnue,SREM
BD-200-LB,Navettes,SREM
DX-768-GW,Porteur < 19T,CAM
BZ-822-SX,Inconnue,CAM
CX-095-AX,Administration,CTTE
CL-351-XY,Benne TP,SREM
ED-996-BF,Citerne PB,TRR
ED-249-BG,Citerne PB,TRR
ED-404-BE,TAUT double poste,TRR
ED-631-BF,TAUT double poste,TRR
ED-769-BE,Benne ferraille,TRR
ED-069-BE,F.M.   ZC,TRR
724 AAF 93,Frigo double poste,CAM
DM-482-TR,F.M.   ZL,SREM
DM-584-TR,F.M.   ZL,SREM
DM-639-TR,F.M.   ZL,SREM
FX1506,Plateau dédié,TRR
AR-864-MD,Location externe,SREM
CQ-794-KR,Tautl.  ZC,SREM
FX1606,Plateaux,TRR
DZ-269-ML,F.M.   ZC,SREM
DZ-309-ML,F.M.   ZC,SREM
EE-296-FS,,VP
EE-150-JM,TAUT double poste,SREM
